image,K,cluster,pixel_count,area_pct,L_mean,L_median,L_sd,L_iqr,a_mean,a_median,a_sd,a_iqr,b_mean,b_median,b_sd,b_iqr,C_mean,C_median,hue_mean_deg,hue_median_deg
SAM_2667.JPG,3,1,97461,0.6119904694733797,44.90689468383789,45.882354736328125,7.782498359680176,10.980392456054688,3.706200361251831,2.0,5.724952697753906,10.0,10.523296356201172,8.0,8.149524688720703,16.0,12.01160717010498,9.05538558959961,86.15113830566406,74.74488067626953
SAM_2667.JPG,3,2,1094969,6.87567942427019,44.739009857177734,44.70588302612305,3.047546863555908,3.92156982421875,22.55416488647461,23.0,4.006846904754639,6.0,34.98804473876953,36.0,3.385720729827881,3.0,41.6968879699707,42.72002029418945,57.42116165161133,57.42593765258789
SAM_2668.JPG,3,0,1027111,6.449576169865612,38.29838943481445,38.431373596191406,2.9671132564544678,3.92156982421875,34.941795349121094,34.0,4.062739372253418,6.0,37.893577575683594,38.0,1.5307316780090332,2.0,51.646488189697266,51.22499465942383,47.47032928466797,47.72631072998047
SAM_2668.JPG,3,1,60072,0.3772123360339506,44.288578033447266,43.92156982421875,5.6042585372924805,5.882350921630859,2.681349039077759,1.0,4.673246383666992,6.0,8.07079792022705,4.0,7.532997131347656,13.0,9.052384376525879,4.4721360206604,83.41246795654297,79.69514465332031
SAM_2668.JPG,3,2,993792,6.240354938271605,44.5803337097168,44.70588302612305,3.1649065017700195,3.92156982421875,22.8465633392334,23.0,3.8455958366394043,6.0,35.06480407714844,36.0,3.434413194656372,3.0,41.91999816894531,43.011627197265625,57.09373474121094,57.03059387207031
SAM_2669.JPG,3,0,176017,1.1052700717753343,39.65015411376953,39.607845306396484,7.512948513031006,8.235294342041016,4.952998638153076,5.0,6.569657802581787,12.0,11.76461410522461,12.0,6.994806289672852,13.0,13.877707481384277,14.317821502685547,80.29297637939453,68.1985855102539
SAM_2669.JPG,3,1,1162986,7.302781093267747,40.3389778137207,40.39215850830078,3.3981945514678955,4.705883026123047,30.262950897216797,29.0,4.575360298156738,6.0,38.3369026184082,38.0,2.0419747829437256,3.0,48.99919128417969,48.60041046142578,51.89613723754883,52.43140411376953
SAM_2669.JPG,3,2,803784,5.047230661651234,43.745731353759766,44.313724517822266,4.59595251083374,5.882350921630859,19.535701751708984,20.0,3.4306716918945312,5.0,32.71697235107422,34.0,4.629730701446533,6.0,38.19906997680664,39.357337951660156,59.153221130371094,59.349327087402344
SAM_2670.JPG,3,0,779180,4.892733852559156,44.92477035522461,44.70588302612305,3.296766757965088,3.5294113159179688,21.06226348876953,22.0,4.48540735244751,6.0,36.626094818115234,38.0,4.669135093688965,5.0,42.34919738769531,44.10215377807617,60.3807487487793,59.93141555786133
SAM_2670.JPG,3,1,211455,1.3277972186053242,56.23255157470703,60.39215850830078,8.375295639038086,11.372547149658203,0.43470242619514465,0.0,2.1865460872650146,2.0,-0.2795393764972687,-4.0,6.2389044761657715,5.0,5.186686992645264,4.123105525970459,-40.85337448120117,-90.0
SAM_2670.JPG,3,2,1294236,8.12694408275463,40.28874969482422,40.39215850830078,2.9680004119873047,3.92156982421875,31.974821090698242,31.0,4.1515607833862305,6.0,39.51120376586914,40.0,1.9139009714126587,3.0,50.96168518066406,50.6063232421875,51.153831481933594,51.911224365234375
SAM_2671.JPG,3,0,1289096,8.094668290252057,37.50117111206055,37.25490188598633,2.956341028213501,4.313728332519531,35.44709777832031,35.0,3.711819887161255,6.0,38.61707305908203,39.0,2.0382988452911377,3.0,52.521121978759766,52.40229034423828,47.547298431396484,47.86240005493164
SAM_2671.JPG,3,1,167920,1.0544262795781894,48.861114501953125,48.6274528503418,6.5170745849609375,6.274509429931641,3.492544174194336,1.0,4.834761619567871,7.0,8.040007591247559,5.0,7.970374584197998,15.0,9.44405460357666,5.385164737701416,66.67132568359375,70.5599594116211
SAM_2671.JPG,3,2,716995,4.5022532773116,41.89500427246094,42.352943420410156,4.2735209465026855,5.0980377197265625,23.834367752075195,25.0,4.33011531829834,6.0,35.22438049316406,36.0,4.444841384887695,5.0,42.65937042236328,44.04542922973633,56.03060531616211,55.71311950683594
SAM_2672.JPG,3,0,1441021,9.048656573511446,35.80072021484375,35.686275482177734,2.4395925998687744,3.5294113159179688,38.097347259521484,38.0,3.0271048545837402,4.0,38.105751037597656,38.0,1.7306718826293945,2.0,53.93907165527344,54.451812744140625,45.06675338745117,45.0
SAM_2672.JPG,3,1,102427,0.6431736573270319,46.57095718383789,46.66666793823242,5.8316168785095215,7.450981140136719,3.792886734008789,2.0,4.745950698852539,7.0,8.97986888885498,7.0,7.906128883361816,14.0,10.173673629760742,7.280109882354736,74.23352813720703,70.01688385009766
SAM_2672.JPG,3,2,532347,3.342786247347608,41.24274826049805,41.568626403808594,4.102358818054199,4.705883026123047,26.59407615661621,28.0,4.71141242980957,6.0,36.06722640991211,37.0,3.76142954826355,3.0,44.953128814697266,46.097721099853516,53.80583572387695,53.365882873535156
SAM_2673.JPG,3,0,1167574,7.331590691711677,43.5166130065918,43.52941131591797,3.002359390258789,3.5294113159179688,23.689205169677734,24.0,3.809264898300171,6.0,36.504234313964844,37.0,3.020291328430176,2.0,43.59156036376953,44.40720748901367,57.20036697387695,57.03059387207031
SAM_2673.JPG,3,1,874112,5.488843878600823,38.01411056518555,38.431373596191406,3.1158738136291504,4.705883026123047,34.93343734741211,34.0,4.284922122955322,7.0,38.37169647216797,38.0,1.822086215019226,3.0,52.00199890136719,51.22499465942383,47.83889389038086,48.270484924316406
SAM_2673.JPG,3,2,70113,0.4402631594810957,38.10114288330078,37.25490188598633,7.9283061027526855,7.843135833740234,2.8502416610717773,0.0,5.897101879119873,10.0,10.742273330688477,8.0,6.260255336761475,10.0,12.033445358276367,8.5440034866333,87.04887390136719,90.0
SAM_2674.JPG,3,0,1388930,8.72155962657536,36.187808990478516,36.07843017578125,3.2478060722351074,4.705883026123047,37.65575408935547,38.0,3.5252695083618164,5.0,38.6082878112793,39.0,2.4085607528686523,3.0,54.03877258300781,54.451812744140625,45.775909423828125,45.7252197265625
SAM_2674.JPG,3,1,545148,3.423168041087963,41.59403610229492,42.352943420410156,4.925497531890869,6.274513244628906,25.473560333251953,26.0,4.507896900177002,6.0,35.997283935546875,37.0,4.9310832023620605,7.0,44.30181884765625,45.486263275146484,54.71427917480469,55.00797653198242
SAM_2674.JPG,3,2,146897,0.9224157765078447,43.360679626464844,42.74509811401367,8.568120956420898,11.372547149658203,6.123024940490723,6.0,6.615462303161621,11.0,14.682022094726562,15.0,7.483364105224609,13.0,16.728538513183594,17.0,75.57678985595703,71.56504821777344
